file name,ego maneuver,ego augmented maneuver,target maneuver,minimum distance btw ego and target
100385.csv,go_straight,"['right', 'left_brake', 'accelerate', 'right_accelerate']",go_straight,6.3049865
100386.csv,not_defined,['right'],LEFT,5.7165704
100387.csv,go_straight,['right'],go_straight,2.0392513
100388.csv,go_straight,['accelerate'],go_straight,20.965292
100389.csv,go_straight,"['right', 'left_brake', 'accelerate', 'right_accelerate']",go_straight,2.4939733
10039.csv,go_straight,['right'],go_straight,3.4907167
100390.csv,go_straight,['right'],go_straight,9.1804905
100392.csv,go_straight,['accelerate'],go_straight,13.886998
100393.csv,go_straight,"['brake', 'right', 'right_brake', 'left_accelerate']",go_straight,17.725931
100394.csv,go_straight,['accelerate'],LEFT,70.290245
100395.csv,go_straight,['accelerate'],LEFT,44.889442
100397.csv,go_straight,"['accelerate', 'left_brake', 'right']",not_defined,0.14702253
100398.csv,LEFT,['no_augmentations'],not_defined,3.5296774
100399.csv,RIGHT,"['brake', 'left_accelerate', 'right']",go_straight,3.573501
1004.csv,go_straight,['left'],go_straight,0.19713597
10040.csv,go_straight,['left'],go_straight,17.445198
100400.csv,LEFT,['no_augmentations'],not_defined,0.810386
100401.csv,go_straight,"['left', 'brake']",RIGHT,2.8101134
100402.csv,go_straight,"['right', 'brake']",go_straight,0.30704713
100403.csv,left_lane_change,"['brake', 'right']",RIGHT,46.041267
100405.csv,go_straight,['left'],not_defined,26.728329
100406.csv,go_straight,"['right', 'accelerate', 'right_brake', 'brake', 'right_accelerate']",not_defined,10.445023
100408.csv,go_straight,"['accelerate', 'right', 'left_brake', 'right_accelerate', 'brake']",go_straight,7.3765264
10041.csv,go_straight,"['left_brake', 'accelerate', 'right']",not_defined,17.811993
100410.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",not_defined,0.18558213
100411.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",go_straight,5.664044
100412.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",LEFT,29.187618
100413.csv,LEFT,"['accelerate', 'brake']",go_straight,17.334576
100414.csv,go_straight,['no_augmentations'],RIGHT,28.762228
100415.csv,LEFT,['accelerate'],RIGHT,15.44445
100416.csv,go_straight,['accelerate'],go_straight,3.884995
100417.csv,go_straight,"['accelerate', 'left_brake', 'right']",go_straight,10.476752
100418.csv,go_straight,"['right', 'accelerate']",go_straight,3.2696075
100419.csv,go_straight,"['accelerate', 'left_accelerate']",go_straight,23.67136
10042.csv,LEFT,"['right', 'accelerate', 'left_brake']",not_defined,19.872593
100420.csv,go_straight,"['accelerate', 'right_accelerate', 'right']",go_straight,3.319962
100421.csv,RIGHT,"['accelerate', 'brake']",go_straight,7.1948166
100422.csv,go_straight,"['right', 'accelerate']",go_straight,0.061400305
100423.csv,go_straight,['no_augmentations'],left_lane_change,19.319426
100424.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",go_straight,5.5503926
100425.csv,go_straight,['brake'],go_straight,3.274335
100426.csv,go_straight,"['left_accelerate', 'left', 'left_brake', 'accelerate']",RIGHT,17.425175
100427.csv,go_straight,['accelerate'],go_straight,3.1009648
100428.csv,go_straight,['left'],go_straight,2.9564612
100429.csv,go_straight,"['left_accelerate', 'left', 'accelerate']",go_straight,38.21834
100430.csv,go_straight,['right'],go_straight,31.512062
100431.csv,go_straight,"['right', 'right_brake', 'left_accelerate', 'brake']",go_straight,0.18179938
100432.csv,left_lane_change,"['right_accelerate', 'accelerate', 'right']",RIGHT,44.314987
100433.csv,go_straight,"['left_accelerate', 'right', 'brake', 'right_brake']",go_straight,2.9453294
100434.csv,go_straight,['accelerate'],go_straight,10.905403
100435.csv,go_straight,['right'],go_straight,2.2553713
100436.csv,not_defined,['accelerate'],go_straight,0.42762625
100437.csv,RIGHT,['brake'],go_straight,0.2785638
100438.csv,left_lane_change,['right'],go_straight,5.179753
100439.csv,go_straight,"['accelerate', 'brake']",go_straight,0.08141735
10044.csv,go_straight,"['brake', 'accelerate']",LEFT,27.694187
100440.csv,go_straight,['accelerate'],go_straight,17.203161
100442.csv,go_straight,"['right_accelerate', 'right', 'accelerate']",go_straight,0.0734766
100443.csv,RIGHT,['accelerate'],go_straight,1.8516226
100444.csv,go_straight,"['accelerate', 'brake']",right_lane_change,17.360765
100446.csv,go_straight,['accelerate'],LEFT,17.17948
100447.csv,go_straight,['accelerate'],LEFT,0.81895703
100448.csv,go_straight,['right'],LEFT,3.9629068
10045.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",left_lane_change,10.816757
100450.csv,RIGHT,['brake'],LEFT,2.3091722
100451.csv,go_straight,['right'],go_straight,5.6053295
100453.csv,LEFT,['brake'],LEFT,0.10413163
100454.csv,go_straight,['brake'],RIGHT,2.532591
100455.csv,go_straight,"['right_brake', 'right', 'left_accelerate', 'brake']",go_straight,0.16325164
100456.csv,go_straight,['right'],go_straight,2.6896408
100457.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",LEFT,24.38483
100458.csv,go_straight,"['left_accelerate', 'accelerate', 'right', 'left_brake', 'brake']",LEFT,16.456182
100459.csv,RIGHT,"['accelerate', 'right', 'brake', 'left_brake']",0,10.412414
10046.csv,go_straight,"['accelerate', 'brake']",go_straight,0.07259913
100460.csv,go_straight,"['brake', 'left_accelerate', 'right']",go_straight,3.0320516
100461.csv,go_straight,"['right', 'left_brake', 'right_accelerate']",go_straight,0.0071803913
100462.csv,go_straight,"['left_accelerate', 'left_brake', 'left', 'accelerate', 'brake']",go_straight,0.35303488
100463.csv,0,['accelerate'],LEFT,0.0628125
100464.csv,go_straight,"['accelerate', 'brake']",go_straight,19.883661
100465.csv,LEFT,"['right', 'left_brake', 'left_accelerate', 'accelerate']",LEFT,6.731575
100466.csv,go_straight,"['brake', 'left_brake', 'left']",go_straight,6.8222103
100467.csv,go_straight,"['left_accelerate', 'left', 'accelerate']",go_straight,3.0501976
100468.csv,go_straight,"['right', 'accelerate', 'left_brake']",LEFT,7.3619075
100469.csv,go_straight,['left'],go_straight,8.47669
10047.csv,go_straight,"['accelerate', 'left', 'left_accelerate', 'brake', 'left_brake']",left_lane_change,24.553936
100470.csv,go_straight,['accelerate'],right_lane_change,8.424069
100471.csv,go_straight,['right'],go_straight,29.011969
100472.csv,LEFT,['brake'],LEFT,0.13326529
100473.csv,go_straight,"['brake', 'accelerate']",go_straight,6.2795005
100474.csv,go_straight,"['accelerate', 'left_brake']",RIGHT,11.857984
100475.csv,go_straight,"['accelerate', 'brake']",not_defined,3.6708827
100476.csv,go_straight,"['left_accelerate', 'right', 'right_brake', 'brake']",go_straight,2.6614497
100477.csv,right_lane_change,"['left_accelerate', 'accelerate', 'left', 'brake']",go_straight,17.250134
100478.csv,go_straight,"['right', 'left_accelerate']",go_straight,2.4997087
100479.csv,go_straight,['brake'],right_lane_change,0.44822904
10048.csv,go_straight,"['left_brake', 'accelerate', 'right', 'right_accelerate']",go_straight,38.463623
100481.csv,go_straight,['accelerate'],RIGHT,1.2461996
100482.csv,go_straight,['left'],go_straight,2.91989
100483.csv,go_straight,"['right', 'left_brake', 'accelerate', 'right_accelerate']",go_straight,5.343845
100484.csv,go_straight,['right'],go_straight,16.545906
100485.csv,go_straight,['no_augmentations'],LEFT,18.819529
100486.csv,go_straight,"['left_accelerate', 'accelerate', 'left']",go_straight,10.048477
100487.csv,go_straight,"['left', 'accelerate']",go_straight,9.555983
100488.csv,go_straight,"['left_accelerate', 'brake', 'right', 'right_brake']",left_lane_change,1.4327564
100489.csv,go_straight,"['accelerate', 'left_brake', 'right']",RIGHT,3.0975044
10049.csv,go_straight,"['right', 'accelerate', 'left_accelerate', 'brake']",LEFT,18.34664
100490.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",go_straight,0.044237692
100491.csv,go_straight,['brake'],go_straight,3.4597948
100492.csv,go_straight,['accelerate'],go_straight,29.36656
100495.csv,go_straight,"['left_brake', 'accelerate']",go_straight,25.584385
100497.csv,go_straight,['right'],go_straight,3.5065272
100498.csv,go_straight,"['accelerate', 'right_accelerate', 'right']",go_straight,0.060082905
100499.csv,go_straight,"['brake', 'accelerate']",0,4.1954637
1005.csv,go_straight,['accelerate'],go_straight,3.4421837
10050.csv,LEFT,['brake'],LEFT,0.050740775
100500.csv,go_straight,"['left', 'left_accelerate', 'accelerate']",go_straight,16.12915
100501.csv,go_straight,['brake'],go_straight,0.2991661
100502.csv,go_straight,"['accelerate', 'brake']",RIGHT,0.007888425
100503.csv,go_straight,['accelerate'],not_defined,5.246008
100504.csv,go_straight,['left'],go_straight,0.20293815
100506.csv,LEFT,['accelerate'],go_straight,2.7996643
100507.csv,go_straight,"['right_accelerate', 'left_brake', 'right', 'accelerate']",not_defined,1.7279346
100508.csv,LEFT,['right'],go_straight,16.427792
100509.csv,go_straight,"['accelerate', 'brake']",go_straight,0.16759485
10051.csv,LEFT,['accelerate'],go_straight,6.9581113
100510.csv,go_straight,"['brake', 'accelerate']",go_straight,3.177212
100511.csv,LEFT,['accelerate'],go_straight,65.12017
100512.csv,go_straight,"['left_accelerate', 'right', 'brake']",not_defined,3.1595905
100513.csv,go_straight,"['left_accelerate', 'accelerate', 'left']",go_straight,4.672999
100514.csv,go_straight,['accelerate'],LEFT,23.53996
100515.csv,go_straight,"['left', 'left_accelerate', 'accelerate']",LEFT,20.471577
100516.csv,go_straight,['right'],left_lane_change,0.4770248
100518.csv,go_straight,"['accelerate', 'right', 'left_brake']",go_straight,0.08729521
100519.csv,go_straight,"['left_brake', 'left_accelerate', 'right', 'accelerate', 'brake']",not_defined,19.073248
10052.csv,go_straight,"['left', 'left_brake', 'brake']",not_defined,46.75657
100522.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",go_straight,2.9275053
100523.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",go_straight,8.556312
100524.csv,go_straight,"['brake', 'left', 'left_brake']",go_straight,8.87791
100525.csv,RIGHT,['left'],LEFT,4.9818134
100526.csv,go_straight,['accelerate'],go_straight,0.29515162
100527.csv,go_straight,['left'],go_straight,2.8579688
100528.csv,go_straight,"['right', 'right_accelerate', 'accelerate']",go_straight,3.564593
100529.csv,go_straight,"['accelerate', 'left']",go_straight,2.4598877
10053.csv,go_straight,['accelerate'],go_straight,8.3296585
100530.csv,RIGHT,"['accelerate', 'brake']",go_straight,0.177867
100531.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",not_defined,10.605797
100532.csv,go_straight,"['left_accelerate', 'accelerate', 'left']",not_defined,7.93772
100533.csv,go_straight,['accelerate'],go_straight,5.806922
100534.csv,go_straight,['left'],go_straight,6.159746
100535.csv,go_straight,"['left_accelerate', 'accelerate', 'left']",go_straight,5.193937
100536.csv,go_straight,['accelerate'],go_straight,12.945007
100537.csv,go_straight,"['brake', 'right_brake', 'right']",go_straight,0.39838013
100538.csv,RIGHT,['brake'],not_defined,0.022006538
100539.csv,go_straight,"['right', 'left_brake', 'accelerate']",go_straight,11.296436
10054.csv,go_straight,"['accelerate', 'left_brake', 'right']",go_straight,13.736901
100540.csv,go_straight,['accelerate'],LEFT,0.21589269
100541.csv,go_straight,"['left_accelerate', 'left', 'left_brake', 'brake', 'accelerate']",go_straight,2.169299
100542.csv,go_straight,"['accelerate', 'left_accelerate', 'left_brake', 'right']",RIGHT,51.39087
100543.csv,go_straight,"['right', 'left_accelerate', 'left_brake', 'accelerate']",go_straight,21.979982
100544.csv,RIGHT,['brake'],LEFT,0.08804003
100545.csv,go_straight,"['right_accelerate', 'left_brake', 'accelerate']",0,4.477964
100546.csv,not_defined,['right'],go_straight,0.8397602
100547.csv,go_straight,"['right', 'brake', 'accelerate', 'left_accelerate', 'left_brake']",go_straight,49.872097
100548.csv,go_straight,['left'],go_straight,18.470482
100549.csv,go_straight,"['left', 'left_accelerate']",go_straight,28.013142
10055.csv,go_straight,['left'],go_straight,3.984818
100550.csv,go_straight,"['left', 'brake', 'left_brake']",go_straight,0.11177142
100551.csv,go_straight,['left'],go_straight,3.143569
100552.csv,go_straight,"['left_brake', 'accelerate', 'right_accelerate', 'right']",go_straight,2.9247718
100553.csv,go_straight,['accelerate'],go_straight,16.326153
100554.csv,go_straight,"['right', 'left_accelerate', 'right_brake', 'brake']",go_straight,9.717008
100555.csv,go_straight,['accelerate'],not_defined,20.29955
100556.csv,go_straight,"['brake', 'right', 'left_accelerate', 'right_brake']",go_straight,0.26986918
100557.csv,LEFT,['right'],LEFT,0.126824
100558.csv,go_straight,['no_augmentations'],LEFT,82.46232
100559.csv,go_straight,['accelerate'],go_straight,14.59617
10056.csv,go_straight,"['accelerate', 'brake', 'left', 'left_accelerate', 'left_brake']",go_straight,7.6237645
100561.csv,go_straight,"['left', 'left_accelerate', 'accelerate']",RIGHT,29.097755
100562.csv,go_straight,['left'],go_straight,41.16276
100563.csv,go_straight,"['left_brake', 'accelerate', 'right']",go_straight,8.107487
100564.csv,go_straight,"['left_accelerate', 'brake', 'right']",go_straight,3.1695142
100565.csv,left_lane_change,"['right_brake', 'right', 'brake', 'accelerate', 'right_accelerate']",go_straight,0.04895282
100566.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",go_straight,8.565497
100568.csv,go_straight,"['left', 'left_accelerate', 'accelerate']",go_straight,16.652782
100569.csv,go_straight,['accelerate'],go_straight,20.881979
10057.csv,go_straight,"['left_brake', 'right_accelerate', 'accelerate', 'right']",go_straight,3.181715
100570.csv,LEFT,"['accelerate', 'right_accelerate', 'right']",LEFT,3.6760874
100571.csv,go_straight,"['right', 'right_brake', 'brake']",not_defined,0.052146316
100573.csv,go_straight,"['right_brake', 'brake', 'right']",go_straight,0.07793107
100574.csv,RIGHT,"['accelerate', 'left_brake', 'right']",go_straight,0.035234366
100575.csv,go_straight,"['accelerate', 'left', 'brake', 'left_accelerate']",go_straight,3.1832068
100576.csv,LEFT,['brake'],RIGHT,0.5612914
100578.csv,go_straight,"['left_accelerate', 'right']",LEFT,3.5229018
100579.csv,go_straight,"['accelerate', 'right']",not_defined,3.3324208
10058.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",go_straight,5.574718
100580.csv,go_straight,['accelerate'],go_straight,19.756392
100581.csv,go_straight,"['right', 'brake', 'left_accelerate']",go_straight,3.4920552
100583.csv,go_straight,['accelerate'],LEFT,6.663621
100584.csv,go_straight,"['right_accelerate', 'accelerate', 'right']",RIGHT,8.8067045
100585.csv,go_straight,['right'],left_lane_change,0.5250558
100587.csv,go_straight,"['right_accelerate', 'left_brake', 'accelerate', 'right']",go_straight,14.330825
100588.csv,go_straight,['accelerate'],go_straight,0.13454524
100589.csv,go_straight,"['right', 'accelerate', 'left_brake', 'right_accelerate']",go_straight,9.944077
10059.csv,go_straight,"['right_accelerate', 'accelerate', 'right']",not_defined,0.041632287
100590.csv,go_straight,['brake'],go_straight,2.4752076
100591.csv,go_straight,"['left_accelerate', 'left']",not_defined,1.512375
100592.csv,go_straight,"['right', 'left_brake', 'left_accelerate', 'accelerate', 'brake']",RIGHT,0.3972924
100593.csv,LEFT,['left'],go_straight,2.7813208
100595.csv,go_straight,['accelerate'],LEFT,21.084143
100596.csv,go_straight,"['accelerate', 'left_brake']",go_straight,12.86976
100597.csv,go_straight,"['brake', 'left_brake', 'left']",go_straight,3.2260253
100598.csv,go_straight,['no_augmentations'],LEFT,18.557161
100599.csv,go_straight,"['left_accelerate', 'left', 'accelerate', 'left_brake', 'brake']",RIGHT,27.434595
1006.csv,go_straight,"['left', 'left_accelerate', 'accelerate']",LEFT,31.85372
10060.csv,go_straight,['accelerate'],go_straight,44.401394
100601.csv,go_straight,['left'],LEFT,24.936556
100602.csv,go_straight,"['right', 'accelerate', 'left_brake']",go_straight,3.807976
100603.csv,go_straight,['brake'],go_straight,0.19777079
